5059,-3248,f,s
4195,4146,f,s
-4891,-4174,f,s
2322,4075,f,s
4547,-1468,f,s
202,3892,f,s
3908,5277,f,s
2415,-4593,f,m
4811,-819,f,m
587,4974,f,l
-3912,3914,f,s
-705,574,f,s
-107,2690,f,s
406,3909,f,s
-822,-1916,f,s
1049,1155,f,s
-3248,-3991,f,s
-2863,-2670,f,m
1103,-2760,f,m
451,2892,f,l
-4360,-3932,f,s
3456,-750,f,s
2651,-4469,f,s
-2844,-3102,f,s
-3557,4622,f,s
-1678,2480,f,s
4614,-1728,f,s
2893,4878,f,m
1500,1693,f,m
-3378,1544,f,l
1162,330,f,s
-908,4172,f,s
-3141,-3941,f,s
-3273,-2615,f,s
1828,-289,f,s
-250,-2391,f,s
-1717,523,f,s
-4696,-3469,f,m
-2042,-132,f,m
3973,2974,f,l
589,2732,f,s
1148,908,f,s
3186,2876,f,s
-3427,238,f,s
4369,-818,f,s
5032,4058,f,s
3291,-2078,f,s
-873,-30,f,m
229,-4297,f,m
4906,5427,f,l
-1927,-583,f,s
245,704,f,s
1778,2789,f,s
805,2971,f,s
5065,1446,f,s
-239,-3668,f,s
4603,-3367,f,s
3682,94,f,m
-860,1850,f,m
-2302,-4429,f,l
-1921,-275,f,s
2776,-2071,f,s
-4510,4016,f,s
3269,-4740,f,s
-3163,-8,f,s
4480,51,f,s
4092,-3152,f,s
960,-1497,f,m
1658,-4140,f,m
-1228,-2192,f,l
-254,-2698,f,s
1429,-1427,f,s
-4218,-216,f,s
200,2025,f,s
834,750,f,s
3282,1659,f,s
4563,-1787,f,s
1910,-1480,f,m
467,-1556,f,m
4288,-2775,f,l
3826,4040,f,s
-2573,-3204,f,s
-602,3717,f,s
-3607,4367,f,s
5176,736,f,s
1552,586,f,s
-4878,2409,f,s
-844,2616,f,m
1880,-1324,f,m
-1666,-439,f,l
1153,5463,f,s
-4720,-2248,f,s
3557,5464,f,s
4334,-2288,f,s
-1557,4774,f,s
-2534,1599,f,s
3803,2522,f,s
30,-4366,f,m
4267,-2464,f,m
1970,1223,f,l
-2412,-2515,f,s
1356,-1320,f,s
978,2530,f,s
3321,-2238,f,s
-1502,-4889,f,s
2580,-2528,f,s
-281,4091,f,s
44,-2573,f,m
-58,-3268,f,m
-2600,2716,f,l
4205,928,f,s
4991,-4729,f,s
2845,-229,f,s
3743,204,f,s
-4626,-4945,f,s
-4011,1551,f,s
-4718,-779,f,s
