-2442,5039,f,s
-3649,-4565,f,s
3172,-3262,f,s
1893,32,f,s
-1704,-4920,f,s
2786,4429,f,s
-3368,-1628,f,s
-1502,-1330,f,m
1684,4772,f,m
-3164,4730,f,l
5356,539,f,s
-3101,-1300,f,s
3435,1734,f,s
-3339,-4146,f,s
-4668,3249,f,s
-4980,1734,f,s
-4289,4600,f,s
4867,-4848,f,m
-4065,-1287,f,m
-2379,-3924,f,l
-3526,-2202,f,s
1373,-4931,f,s
3813,-2770,f,s
-910,-3278,f,s
-1316,3864,f,s
-1256,5260,f,s
-2956,3343,f,s
4399,-3276,f,m
488,3849,f,m
-1965,-4281,f,l
497,516,f,s
5030,3163,f,s
-3035,-4694,f,s
-3361,2619,f,s
-2299,-4642,f,s
-1973,3731,f,s
2705,-1139,f,s
-1430,-4148,f,m
10,1745,f,m
-3470,-3226,f,l
-102,2888,f,s
315,-445,f,s
1614,1442,f,s
2053,-3909,f,s
5434,483,f,s
1208,1697,f,s
-4727,3790,f,s
4786,3037,f,m
1680,5101,f,m
-473,-3754,f,l
-392,5447,f,s
2407,5221,f,s
1672,-4443,f,s
244,-3007,f,s
-4511,754,f,s
-997,-2566,f,s
-602,4626,f,s
-3150,-2978,f,m
1053,-2621,f,m
5162,-4148,f,l
3071,-3460,f,s
1525,-3765,f,s
3503,-3609,f,s
-1956,1146,f,s
3352,-1263,f,s
226,3965,f,s
-3001,-2506,f,s
4652,-1895,f,m
-112,-2981,f,m
3827,-473,f,l
-3758,-2696,f,s
-4266,2692,f,s
-3526,-3902,f,s
2509,2608,f,s
1906,1448,f,s
2224,3259,f,s
-2377,-4070,f,s
1109,-214,f,m
-3127,700,f,m
-3323,2132,f,l
-1773,-4019,f,s
-3320,-3653,f,s
-365,4158,f,s
1592,3236,f,s
-1540,-2634,f,s
-1878,1054,f,s
-2180,-11,f,s
1548,-1197,f,m
3120,3710,f,m
-4366,5120,f,l
2910,-1725,f,s
-4457,4480,f,s
-2948,-4034,f,s
4417,2759,f,s
-554,286,f,s
-3749,-401,f,s
648,-2249,f,s
-86,-2370,f,m
5450,-4722,f,m
5300,-3433,f,l
-4248,4678,f,s
-300,3106,f,s
3280,-3747,f,s
4956,3886,f,s
-4502,172,f,s
3302,-2346,f,s
-4803,3723,f,s
4896,-1493,f,m
5389,-828,f,m
-605,-253,f,l
624,-4141,f,s
-3309,-4213,f,s
-1430,3514,f,s
3942,4930,f,s
4797,-540,f,s
3377,4187,f,s
1898,-1375,f,s
-4243,1688,f,m
1707,-3475,f,m
1180,-1281,f,l
-2084,4114,f,s
1621,1556,f,s
2338,-2606,f,s
522,5296,f,s
2688,-14,f,s
3658,-2970,f,s
-1614,-2895,f,s
1458,-2870,f,m
-2705,1494,f,m
4841,285,f,l
4553,-3354,f,s
-1469,3324,f,s
5178,-4251,f,s
-3542,-2532,f,s
2283,2854,f,s
258,-1719,f,s
-4236,1032,f,s
-228,-2166,f,m
-4868,-554,f,m
1123,-4811,f,l
1193,-1811,f,s
-3403,523,f,s
-2353,3897,f,s
-3786,-487,f,s
-677,-3048,f,s
-3759,3455,f,s
4689,3719,f,s
3509,3321,f,m
-3387,-3591,f,m
1361,3261,f,l
-2949,-4028,f,s
-2750,4338,f,s
-3024,1049,f,s
72,1854,f,s
1557,-1916,f,s
-2459,1121,f,s
730,-4596,f,s
2159,3241,f,m
-4655,-3349,f,m
2239,4497,f,l
316,1937,f,s
348,-4834,f,s
5326,2029,f,s
306,-2924,f,s
3453,1580,f,s
-3563,-1135,f,s
-2153,1219,f,s
-850,1810,f,m
4749,4366,f,m
-2131,2341,f,l
-3211,-2338,f,s
4275,4160,f,s
4962,-3774,f,s
5183,4073,f,s
2668,263,f,s
4567,-4620,f,s
1236,-4130,f,s
3304,2725,f,m
-579,762,f,m
-3787,900,f,l
5404,-1772,f,s
1233,4483,f,s
823,881,f,s
-996,-567,f,s
-2605,-4369,f,s
4055,2577,f,s
-3672,-3555,f,s
-2078,5149,f,m
3466,-272,f,m
3978,-1579,f,l
-1579,-2328,f,s
-4474,-3543,f,s
4396,-2542,f,s
-963,-3652,f,s
-1761,4995,f,s
-3029,-2289,f,s
-2283,-3528,f,s
4712,-2456,f,m
882,-2010,f,m
-4414,3461,f,l
