-893,219,f,s
379,987,f,s
560,-1056,f,s
-1680,214,f,s
598,189,f,s
-343,-8,f,s
-351,-165,f,s
-1332,1702,f,s
816,537,f,s
-867,816,f,s
-1941,1478,f,s
-292,2228,f,s
-1360,1517,f,s
627,2105,f,s
-513,1189,f,s
-1889,-1253,f,s
2072,-1340,f,s
1995,890,f,s
1382,-956,f,s
-77,-1463,f,s
605,-1417,f,s
1077,1657,f,s
2495,-751,f,s
-1228,-955,f,s
671,958,f,s
-480,2281,f,s
-237,-1990,f,s
-1027,1715,f,s
-369,1495,f,s
1195,2147,f,s
2091,2325,f,s
2281,1789,f,s
-1445,-1948,f,s
236,-128,f,s
-465,152,f,s
-1566,35,f,s
1016,1982,f,s
590,1091,f,s
-1498,-1254,f,s
1686,-1151,f,s
-1956,-755,f,s
797,77,f,s
258,-1523,f,s
-498,-269,f,s
-1211,2297,f,s
-1379,126,f,s
-1918,-669,f,s
1044,1954,f,s
1071,5,f,s
901,-1581,f,s
996,1059,f,s
-1363,-1714,f,s
1100,1224,f,s
1186,-15,f,s
524,2217,f,s
863,-1449,f,s
-385,2315,f,s
1953,66,f,s
1761,1564,f,s
-1993,-484,f,s
-1370,-1954,f,s
153,2218,f,s
1093,1753,f,s
-1147,-1370,f,s
588,-1273,f,s
-1371,-17,f,s
667,1327,f,s
-1358,-685,f,s
-1965,1990,f,s
2335,450,f,s
-1100,-1252,f,s
446,2220,f,s
2061,-377,f,s
717,1599,f,s
-1331,1334,f,s
-1076,1826,f,s
1207,-392,f,s
384,-1556,f,s
-237,1793,f,s
1532,518,f,s
1034,1058,f,s
-1762,1408,f,s
2098,-907,f,s
-453,136,f,s
2353,1554,f,s
1439,996,f,s
-15,2354,f,s
-1741,-58,f,s
-1113,1965,f,s
2322,366,f,s
-395,-273,f,s
1206,67,f,s
1192,-173,f,s
-778,-942,f,s
-623,-1268,f,s
58,1074,f,s
1506,-144,f,s
1303,-1216,f,s
1604,-180,f,s
1738,291,f,s
