1,500,l
2,499,s
3,498,s
4,497,s
5,496,s
6,495,s
7,494,s
8,493,s
9,492,s
10,491,s
11,490,s
12,489,s
13,488,l
14,487,s
15,486,s
16,485,s
17,484,s
18,483,s
19,482,s
20,481,s
21,480,s
22,479,s
23,478,s
24,477,s
25,476,s
26,475,s
27,474,s
28,473,s
29,472,s
30,471,s
31,470,s
32,469,l
33,468,s
34,467,s
35,466,s
36,465,s
37,464,s
38,463,s
39,462,s
40,461,s
41,460,s
42,459,s
43,458,s
44,457,s
45,456,s
46,455,s
47,454,m
48,453,s
49,452,s
50,451,s
51,450,s
52,449,s
53,448,s
54,447,s
55,446,l
56,445,s
57,444,s
58,443,s
59,442,s
60,441,m
61,440,s
62,439,s
63,438,s
64,437,s
65,436,s
66,435,s
67,434,m
68,433,s
69,432,s
70,431,s
71,430,s
72,429,s
73,428,s
74,427,s
75,426,s
76,425,s
77,424,s
78,423,s
79,422,s
80,421,m
81,420,s
82,419,s
83,418,s
84,417,s
85,416,s
86,415,s
87,414,s
88,413,s
89,412,s
90,411,s
91,410,s
92,409,s
93,408,s
94,407,s
95,406,s
96,405,s
97,404,s
98,403,s
99,402,s
100,401,s
101,400,s
102,399,s
103,398,s
104,397,s
105,396,s
106,395,s
107,394,s
108,393,s
109,392,s
110,391,s
111,390,s
112,389,s
113,388,s
114,387,s
115,386,s
116,385,s
117,384,s
118,383,s
119,382,s
120,381,s
121,380,s
122,379,s
123,378,s
124,377,s
125,376,s
126,375,s
127,374,s
128,373,s
129,372,s
130,371,s
131,370,s
132,369,s
133,368,s
134,367,s
135,366,s
136,365,s
137,364,s
138,363,s
139,362,s
140,361,s
141,360,s
142,359,s
143,358,s
144,357,s
145,356,s
146,355,s
147,354,s
148,353,s
149,352,s
150,351,s
151,350,s
152,349,s
153,348,s
154,347,s
155,346,s
156,345,s
157,344,s
158,343,s
159,342,s
160,341,s
161,340,s
162,339,s
163,338,s
164,337,s
165,336,s
166,335,s
167,334,s
168,333,s
169,332,s
170,331,s
171,330,s
172,329,s
173,328,s
174,327,s
175,326,s
176,325,s
177,324,s
178,323,s
179,322,s
180,321,s
181,320,s
182,319,s
183,318,s
184,317,s
185,316,s
186,315,s
187,314,s
188,313,s
189,312,s
190,311,s
191,310,s
192,309,s
193,308,s
194,307,s
195,306,s
196,305,s
197,304,s
198,303,s
199,302,s
200,301,s
201,300,s
202,299,s
203,298,s
204,297,s
205,296,s
206,295,s
207,294,s
208,293,s
209,292,s
210,291,s
211,290,s
212,289,s
213,288,s
214,287,s
215,286,s
216,285,s
217,284,s
218,283,s
219,282,s
220,281,s
221,280,s
222,279,s
223,278,s
224,277,s
225,276,s
226,275,s
227,274,s
228,273,s
229,272,s
230,271,s
231,270,s
232,269,s
233,268,s
234,267,s
235,266,s
236,265,s
237,264,s
238,263,s
239,262,s
240,261,s
241,260,s
242,259,s
243,258,s
244,257,s
245,256,s
246,255,s
247,254,s
248,253,s
249,252,s
250,251,s
251,250,s
252,249,s
253,248,s
254,247,s
255,246,s
256,245,s
257,244,s
258,243,s
259,242,s
260,241,s
261,240,s
262,239,s
263,238,s
264,237,s
265,236,s
266,235,s
267,234,s
268,233,s
269,232,s
270,231,s
271,230,s
272,229,s
273,228,s
274,227,s
275,226,s
276,225,s
277,224,s
278,223,s
279,222,s
280,221,s
281,220,s
282,219,s
283,218,s
284,217,s
285,216,s
286,215,s
287,214,s
288,213,s
289,212,s
290,211,s
291,210,s
292,209,s
293,208,s
294,207,s
295,206,s
296,205,s
297,204,s
298,203,s
299,202,s
300,201,s
301,200,s
302,199,s
303,198,s
304,197,s
305,196,s
306,195,s
307,194,s
308,193,s
309,192,s
310,191,s
311,190,s
312,189,s
313,188,s
314,187,s
315,186,s
316,185,s
317,184,s
318,183,s
319,182,s
320,181,s
321,180,s
322,179,s
323,178,s
324,177,s
325,176,s
326,175,s
327,174,s
328,173,s
329,172,s
330,171,s
331,170,s
332,169,s
333,168,s
334,167,s
335,166,s
336,165,s
337,164,s
338,163,s
339,162,s
340,161,s
341,160,s
342,159,s
343,158,s
344,157,s
345,156,s
346,155,s
347,154,s
348,153,s
349,152,s
350,151,s
351,150,s
352,149,s
353,148,s
354,147,s
355,146,s
356,145,s
357,144,s
358,143,s
359,142,s
360,141,s
361,140,s
362,139,s
363,138,s
364,137,s
365,136,s
366,135,s
367,134,s
368,133,s
369,132,s
370,131,s
371,130,s
372,129,s
373,128,s
374,127,s
375,126,s
376,125,s
377,124,s
378,123,s
379,122,s
380,121,s
381,120,s
382,119,s
383,118,s
384,117,s
385,116,s
386,115,s
387,114,s
388,113,s
389,112,s
390,111,s
391,110,s
392,109,s
393,108,s
394,107,s
395,106,s
396,105,s
397,104,s
398,103,s
399,102,s
400,101,s
401,100,s
402,99,s
403,98,s
404,97,s
405,96,s
406,95,s
407,94,s
408,93,s
409,92,s
410,91,s
411,90,s
412,89,s
413,88,s
414,87,s
415,86,s
416,85,s
417,84,s
418,83,s
419,82,s
420,81,s
421,80,s
422,79,s
423,78,s
424,77,s
425,76,s
426,75,s
427,74,s
428,73,s
429,72,s
430,71,s
431,70,s
432,69,s
433,68,s
434,67,s
435,66,s
436,65,s
437,64,s
438,63,s
439,62,s
440,61,s
441,60,s
442,59,s
443,58,s
444,57,s
445,56,s
446,55,s
447,54,s
448,53,s
449,52,s
450,51,s
451,50,s
452,49,s
453,48,s
454,47,s
455,46,s
456,45,s
457,44,s
458,43,s
459,42,s
460,41,s
461,40,s
462,39,s
463,38,s
464,37,s
465,36,s
466,35,s
467,34,s
468,33,s
469,32,s
470,31,s
471,30,s
472,29,s
473,28,s
474,27,s
475,26,s
476,25,s
477,24,s
478,23,s
479,22,s
480,21,s
481,20,s
482,19,s
483,18,s
484,17,s
485,16,s
486,15,s
487,14,s
488,13,s
489,12,s
490,11,s
491,10,s
492,9,s
493,8,s
494,7,s
495,6,s
496,5,s
497,4,s
498,3,s
499,2,s
500,1,s
