50,200,f,s
50,200,f,s
95,200,f,s
100,200,f,s
105,200,f,m
110,200,f,s
115,200,f,s
95,50,f,s
100,200,f,s
105,80,f,m
110,120,f,s
125,150,f,s
50,500,f,s
100,700,f,s
105,660,f,l
110,400,f,s
125,450,f,s
500,50,f,s
505,200,f,s
600,80,f,m
650,120,f,s
470,150,f,s
500,500,f,s
505,700,f,s
600,660,f,m
650,420,f,s
470,450,f,s
95,200,f,s
100,200,f,s
105,200,f,m
110,200,f,s
115,200,f,l
95,50,f,s
100,200,f,s
105,80,f,m
110,120,f,s
125,150,f,s
50,500,f,s
100,700,f,s
105,660,f,m
110,400,f,s
125,450,f,s
500,50,f,s
505,200,f,s
600,80,f,m
650,120,f,s
470,150,f,s
500,500,f,s
505,700,f,s
600,660,f,m
650,420,f,s
470,450,f,s
